Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target,OCR
Hindi_image_1422.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,National Origin,"*Me
Apna Time Aayega .

*Le SBI Executive

Lunch Ke Baad ...!"
Hindi_image_1423.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,Aaj Short Skirt Kyo Pehn Ke Aayi Ho badeog Aaj Half Hai Isliye Full Day Full Skirt Pehnti Hu badeog Sir Holiday Ke Din Bhi Class Lo Na day badeog
Hindi_image_1425.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,NA
Hindi_image_1427.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others,"CAPITALS

INDIANS

ROYALS

CHENNAI

SUPER
KINGS

SPORTSGULLY

memegenere

CAPITALS

MUMBAI

OYALS

INDIANS

CHENNAI

SUPER

KINGS"
Hindi_image_1428.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,POWER OF SPINACH POWER OF LADOO SPINACH 8- POWER OF COFFEE CNuSUNO
Hindi_image_1429.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others,csk mi
Hindi_image_143.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None,Kiya karte ho tum Study nd job Or aap House wife Onk Kitna time ho gya aapki shadi k0 Tumhari Age kiya he २१ khu Nd novembr m २२ Kho jaunga Tumhari Age ka mera beta he
Hindi_image_1433.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,"#Shape of you Best line of this song is
""Oh yeah Oh yeah
Oh yeah Oh yeah """
Hindi_image_1435.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Religion,सौतन या दुश्मन से छुटकारा गृहकलेश धोखा मनचाहा प्यार पति पत्नीसें अनबन कारोबारभै रुकावट leshtiiuट बाबा बंगाली
Hindi_image_1436.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Thanos After Watching Tere Naam Anjani Dwivedi @]ani1211
Hindi_image_1437.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,When its April २nd and she still loves DR you!
Hindi_image_1438.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others,arre goriya plastic kha gayi
Hindi_image_144.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"१९८० सुहाग रात से पहले दुल्हन को उसकी सहेली कहती थी ""चिल्लाना मत...वो जो करे करने देना"" २०१७ -सुहाग रात से पहले उसकी सहेली हैं ""जोर से चिल्लाना ...ताकि उसको लगे कि वो ही ओपनिंग बैट्समैन है."". RISHTA WAHI, SOCH NAYI कहती"
Hindi_image_1442.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others,"Idea By: Sohil Halepotra Tne Edvcaled Thanos @AvengersKaBaap Dharti walo, aa raha hoon main 1:२० PM २२ Mar १८ ८ State Bank of India @NotPNB 1s SBI Replying to @AvengersKaBaap Abhi lunch time hai 1 ghante baad aana L"
Hindi_image_1443.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,cosec A cosec A Mere paas ५६ inch Ka kya hai sin A cosec A Dikhao na ek bar..!!!
Hindi_image_1445.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"कबूल है! कबूल है! कबूल है! 7[ पढ तो नही लिया ? चलो अब क्या हो सकता है, अब तो तुम मेरे हो गए"
Hindi_image_1446.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political,अब तो पैसे कमाने की इच्छा ही नहीं होती | थोड़े पैसे जमा होते ही कहीं से आवाज आ जाती है| .मेरे प्यारे देशवासियों.. Like us on Facebook: @SaleChutiya (7014
Hindi_image_1447.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,RCB after every match be like humare Pas paisa nhi tolham galat
Hindi_image_1452.jpg,Neutral,Sarcastic,Non Vulgar,Abusive,Individual,"Aaj Mere Pass Gaadil Hai , Bangalow Hai Bank Balance Hai TerePaas Kya Hai ? Toh Party De Dena BSDK ! Bhai Paisa Kaha Hai Yaar Gareeb Log Hain Hum. ? "
Hindi_image_1454.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,Tweet Kisslay Jha @TrollerBabua When a 9-year-old child sees a white pornstar taking dildo in mouth arre goriya plastic kha gayi
Hindi_image_1455.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,LIKE ) 3 WHEN L+ You 6 YOU FIND 7h MISTRKE
Hindi_image_1458.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"He Brought Smile In Our Hard Times Now Itis Our Responsibility To Bring Back His Smile in His Hard Time Nayi Video Pe Shakalaka Karo Ya Mithai Phek Ke Maro, Mujhe Nahi Pata १३M Likes Hojane Chahiye"
Hindi_image_1460.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"BALL TAMPERING - AGAINST RULES

WE ALL DO MISTAKE
LET'S FORGIVE

star VI

hotstarVIP

IND FANS

WORLD OF

CRICKET

TROLLS

MANKADING - LEGAL AND OUT

NO SPORTSMANSHIP"
Hindi_image_1462.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,BaNTER LOL Are oo sambha kitne aadmi the Sardar mai to ladkiya taad raha tha
Hindi_image_1464.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"युवराज 78"" (27) 63(35) KARAHI"
Hindi_image_1467.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"सुनो, एक बात याद रखना ~ जब टांग खींचने वाले , टांग दबाने लगें, तो समझ लेना उनका टारगेट आपकी गर्दन हैl"
Hindi_image_1471.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,"zeeshan @zeexxahmed #RCB & #CSK is ready for todays match. Giol ONcE &coNE Guo"""
Hindi_image_1472.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"IPL umpire niqqas after every CSK and MI match ""=""20 Beta ekzamana tha jab hum bhi gareeb hua karte theh "
Hindi_image_1473.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Tanmay Sinha @Srcastic writer #Me: Will you Date me. ? #She: RCB IPI jeeti toh pakka. #Me: ANI Unhhone lagbag mnaa kar diya
Hindi_image_1474.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"EVERY NIGHT AFTER CSK MATCH MAN THE MATCH ONE LAKH RUPLES 1,00, ,000"
Hindi_image_1475.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others,"Maam, aapke bete ko cancer hai "" Par mujhe to bas cavity ki fikar rahti hai"
Hindi_image_1476.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,"*Me O Looked Forward In Time, Saw १४ ००० ६०५ Futures [G[3 In How Many Get IPL TROPHY ? None Of Them!"
Hindi_image_1477.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,Billl Gates @BillGates Pese jodkar Kaam p jaane k liye scooter kharida tha jo 3 hafte phle chori ho gaya par police madad nhi Kar rahi. sabse nivedan h ki is tweet ko itna share kare ki Modi ji tak pahuch jaaye #ProtectPoors Aap
Hindi_image_1479.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others,*After winning a match* Umpires to CSK Paiisa dee
Hindi_image_148.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others,अपनी को चमकाता हुआः गेंदबाज गेंद
Hindi_image_1480.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Gender,"FACTS
of life

fuck a girl she'll love u
love A girl she'll fuck u"
Hindi_image_1481.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"Kuch Yaad aaya? aD ""2[0 IHIE CANUUU BRO Happy Birthday 'HOLA'"
Hindi_image_1482.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,Guruji Ne To Sanitizer Laga Kar Tiktok Ko Uninstall Maar Diya 2 07 Keh Ke Leli
Hindi_image_1483.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,लगता है किसीने माहाराज की बुद्धी हर ली है।
Hindi_image_1484.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Others,@xerosymbioto Damn Shawty छोटी advance pi pike Fefde चुद गये
Hindi_image_1485.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Traffic Police वाले २O० की नोट लेते नहीं थे और हम ५०० की देते नहीं थे | तभी RBI २०० की नोट छाप कर बिच का रास्ता निकाला है Like us on Facebook: @saleChutiya
Hindi_image_1487.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Gender,"GIRLs on Holi

BOYs On Holi"
Hindi_image_1490.jpg,Negative,Non-Sarcastic,Non Vulgar,Abusive,Individual,"Aap Mumbai Nahi Aa Sakte. Sorry!

To Ki Hoya?
Canada To Ja Sakda Hu Nah BC!"
Hindi_image_1493.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,"LAG JA

GALE

HASI RAAT

K PHIR YE

HO NA HO
MULAKAT
Ho NA Ho
SHAYAD PHIR Is
JANAM MEIN"
Hindi_image_1494.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,My Name Is Mi. Bewakoof Aha.. Naam Chood.. Game Dikha DIRL
Hindi_image_1495.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,"NAAM KYA HAI

Sir भूपेश ..

TUMHARA ?

IMPERIA

Achha बूपेश जी

बूपेश Nahi Sir
""भूपेश .. ""

211011 0110110

IMPERIA

STIOT

Achha वुपेश ..

Nahi Sir ""भूपेश .. "" भ ..

011011 0110110

भ .. भोसड़ी वाला भ."
Hindi_image_1496.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,MIA KHALIFA GOT ENGAGED SADDEST NEWS ON INTERNET TODAY
Hindi_image_1497.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"Hey Anjali ......
Suppose that You have no foot
Would you wear shoes?

""Obviously not .... ""

Then, Why do you wear Bra ???"
Hindi_image_15.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,सनी लियोन लड़ेंगी २०१९ का चुनाव और नारा होगा सनी लियोन के शासन में चूश्त बटेगी राशन में
Hindi_image_150.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,Bathroom mein kabhi towel le iana bhul ne ke baad bedroom tak risk leke aaye ho??
Hindi_image_1503.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,बादल जब घनघोर हों तो आती हे बरखा अगर ऐसी पोस्ट दोबारा की तो गांड र्में घुसेड़ दूंगा चरखा पनन्ना गाग (मसनी गाले )
Hindi_image_1504.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political,Abhi soke utha hu
Hindi_image_1506.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"Indian families be like -
Koi pasand ho agar toh bata do usey chhor
kar tumhari shadi
sab se kara denge.

"
Hindi_image_1507.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"Don't fly me jok ..

Matlb tum mera majak mt udao .."
Hindi_image_1508.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political,"HO GAYA TERA?

AB NIKAL YAHA SE"
Hindi_image_151.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,None,Kal Raat Tumhari Bahut Yaad Aai ve0 To Tumne Kya ४ Kiya
Hindi_image_1510.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"SOMETIMES I SAY IDK
AND BE KNOWING"
Hindi_image_1512.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,BATHROOM ME KYA GRAYA THA KATTAPA? SHAMPOO GIRAYA THA RAJMAIA LEKN TU TO TAKLA HAI
Hindi_image_1513.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"लडकियां !! लडको से, केवल् Ipnitareef sune ke liye baatkrti Omard helpline *बात खत्म*"
Hindi_image_1516.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual,SOME RARE PHOTOS OF GLENN MAXWELL 
Hindi_image_1517.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,damn shawty we both गृह क्लेश issues got
Hindi_image_1518.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Individual,"Ae tum kya Mast kaam
kartahai Maqsood bhai"
Hindi_image_1519.jpg,Negative,Non-Sarcastic,Vulgar,Abusive,Individual,"Yeh Pehele auto tha fır iska helicopter banaya
Now:

Bc bekaar hi banaya, apna auto hi shi tha"
Hindi_image_152.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,एक बात थी दोस्तो. लोग कहते है कि पड़ोसी ही पड़ोसी के काम आता है॰. पर यह आखिर पड़ोसी ही क्यों..?? पड़ोसन क्यू नहा? पूछनी
Hindi_image_1520.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"डर डर के क्या जी रहा परिंदे, माँ तेरी जब होगी वैसे भी चूद चुदनी जाएगी."
Hindi_image_1521.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others,Yeh hai aam zindagi Yeh hai mentos zindadi
Hindi_image_1522.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"Is Garib ladki ko
sans lene mein problem
ho rahi thi to is
ladke ne iski help ki ..
#Humanity_still_alive"
Hindi_image_1528.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"Winning Heart,lungs
,kidney, fefda, gurda etc
le RCB :-

Vijay Thakur
Yesterday at 21:50 .

Permanent hoon sir"
Hindi_image_153.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,Gender,एक महिला सूट सिलवाने गयी | टेलर :- कैसी फिटिंग रखूं ? महिला ४- *पड़ोसी तड़प तड़प के ऐसी फिटिंग चाहिए* मुठ मारे
Hindi_image_1531.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,जसप्रीत बुमराह उमेश यादव का इंतज़ार legsadarlP3 करते हुए
Hindi_image_1534.jpg,Positive,Sarcastic,Non Vulgar,Abusive,None,"Bhai tera fake Id kaise chal rahi hai?
Bhai mene ladkiyo ki fake Id chalana
bandh kardi
Kyu bhai ?
Bhai 1 ladki se baat ho rahi thi kaafi
waqt se,aur mujhe usse pyaar hogaya
tha phir mene usse bataya ki mein
ladka hu
Silent
Phir kya hua bhai ??
Pata chala woh bhi ladka hai
Are bclk"
Hindi_image_1536.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"BB- 13 saal mai 2300 video's
bna chuke ho
Johnny- yes
BB- Suuj nhỉ gya ?"
Hindi_image_1538.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,Most Daring Person On Earth!! Banda Johnny Sins Ke Saamne Pichhwada Karke So Gya!
Hindi_image_1539.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"Barcelona
Bahar-se-lona"
Hindi_image_154.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender,एक भी अश्लील शब्द बिना इस्तमाल किये छोटा सा नॉन- बेज मज़ाकः डॉक्टरः ऊलटी होती है क्या? औरतः आप बोलो तो हो जाती हूँ| डॉक्टर बेहोश ||
Hindi_image_1540.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,None,"युवक से कटकर ट्रेन की मौत

Iske pas jo Ganja hai
wo apun ko chahiye"
Hindi_image_1542.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,None,"thukra ke mra pyar

mra imtekam dekhegi"
Hindi_image_1544.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others,"ट्रेन से एक यात्री नें ट्वीट करके शिकायत भेजी बाकी सुविधायें भले ही न बढ़ायें पर toilet में मग्गे की चैन की लंबाई इतनी तो बढ़ा दें कि वह मुकाम तक तो पहुंच सके |"" Railway की तरफ से रिप्लाई आया मग्गा चैन से बंधा है, आप नहीं. अपना मुकाम आगे खिसका ले Like Us on Facebook: @SaleChutiya"
Hindi_image_1546.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Social Sub-groups,"सीखिए
बराती डांस
केवल 4 मिनट में
बहुत ही आसान तरीकाShow me the best choreographer

I said the best

Prefrction bc"
Hindi_image_1547.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"Hì rahul

Hi ..

Bhim ki shakti ...

Dhoom machaye

Saamne koi

Tik na paye

Bheem bheem bheem ...

Chota bheem chota bheem"
Hindi_image_1550.jpg,Negative,Sarcastic,Vulgar,Abusive,None,"Dil hai hmara khilauna nhi
Tel Igake pelunga BC rona nhi"
Hindi_image_1554.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"Sir I am your biggest fan
Your dancing skills are
amazing

Sir please reply

Mere paas bournvita hai"
Hindi_image_1557.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,"aaja MAHI aaja MAHI aa soniya

MAHI ve, mohabbtan sachiya ne

Dil roye ya ilahi,tu aja mere

MAHI

SABE

Am I a joke to you?"
Hindi_image_1559.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Religion,DIVIDED BY 'RELIGION UNITED BY 'POLLUTION
Hindi_image_156.jpg,Positive,Non-Sarcastic,Vulgar,Non-abusive,None,"लड़काः पंडित जी क्या एक ही गोत्र में शादी संभव है? पंडितः बेटा, आज के समय में गोत्र कोईभी चलेगा... बस मूत्र का मार्ग अलग अलग होना चाहिए|"
Hindi_image_1560.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,"sir,Mera beta govt job ki taiyari Kar Raha hai
lekin Avi tak job Nahi mila usko

Ye general wala hai kya"
Hindi_image_1563.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"Sir saal bhi aap hi jeetoge Jalm""!7""or0/1 सा की टाट Haan Waluin Iai Chhal ape baap ko matisikha yeh"
Hindi_image_1564.jpg,Negative,Sarcastic,Non Vulgar,Abusive,None,"Sir Mera Beta Ab Pdhai Nhi Krta Bs
Game Khelta Hai.

Toh Bsdk, Tum Iske Liye Hmare Show
Per Chle Aave."
Hindi_image_1565.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None,"aloo le lo, kaande le lo
Ye Sabji waala hai kya?"
Hindi_image_1566.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,sir pehle mera beta raat me padhta tha pr ab wo raat me madlhc d behnc d aur pel do bolta ha ye PUBG wala hal kya
Hindi_image_1567.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,Individual,Bapuji Ne apne jivan me bohot bace bade kaam kiye hai
Hindi_image_157.jpg,Neutral,Non-Sarcastic,Vulgar,Abusive,Gender,"लड़कीः बच्चा 2 दिन से द्रूध नहीं पी रहा| डॉक्टर ने महिला की ब्रा में हाथ डाला और काफी देर तक मुआयना करने के बाद बोला ' र इनमे दूध ही नहीं हैl "" महिलाः मैं तो इसकी मौसी हूँl ?"
Hindi_image_1570.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"Dosto mere dad ne Hawaii me Bahut Bada Resort open kiye hai, mere sath chalna chahoge?
Me mere Dogi mukku ko bhi sath me le lunga
Me sab ke liye cookies launga
Sunio, kya me bhi aa sakta hu??
Nobita!!!
Nikal Bhosdike!!!
Doraemonnn
"
Hindi_image_1571.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Social Sub-groups,"When People burn fire-crackers
instead of diya and lamp

Me :

Aeey Yede .. Tere Baap Ki
Shaadi Hai Kya Re?"
Hindi_image_1572.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None,"Hey!
Sori galti se mera
monke apke dms
me aaagya
Leke jarha hu waps"
Hindi_image_1573.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others,"3G Data pack : Rs. 300
3G Smartphone : RS. 251

लगता है कौनो फिरकी ले रहा है"
Hindi_image_1574.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,National Origin,Show me best Country isaid best Yilhbha Jai Hind Sahil
Hindi_image_1576.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"Suniyo o Suniyo

Ha bolna bsdk. Chlla kyun rha hai"
Hindi_image_1577.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others,"खाली पड़ा है मेरे पड़ोस का मैदान
एक #मोबाइल बच्चों की गेंद चुरा ले
गया।"
Hindi_image_1578.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"Rohit aja

Kaha

Yaha"
Hindi_image_1579.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"Bagal wali jaan mareli
Oh yeh toh mera wala gaana hai"
Hindi_image_158.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender,"Ladki aise patao
Jo Room ka
JugadKhud kare"
Hindi_image_1580.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,"Woh bolegi it's wrong
par 'Tum karke aana'"
Hindi_image_1581.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,"Har Roj Wo Aadab-Aadab Kahti Thi
Har Roj Wo Aadab-Aadab Kahti Thi

Jab Jaakar Dabaa Diye,
Toh Khafa ho gayi."
Hindi_image_1582.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"LIVE BREAKING NEWS एक बड़ा खुलासा कॉफी विथ करण में जाएँगे तैमूर !! 9:30 कहा "" उस छक्के की गांड तो मैं मरूँगा ,और फिर बोलूंगा आज र ्मै करके आया"" हार्दिक पांड्या हुए भावुक बोला ""मेरा तैमूर मेरा तैमूर"" !!"
Hindi_image_1584.jpg,Negative,Sarcastic,Vulgar,Non-abusive,None,aunty dahi toh bahut taja hai kaha se laaye yaahi bagal mein kisi hardik naam ke ladke ki dukan se laaya hai raaju yeh
Hindi_image_1588.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,AAG laga di aag
Hindi_image_1589.jpg,Negative,Sarcastic,Vulgar,Abusive,None,"Pyaar krke kya mila

Lu*d mila

To pyaar ladki se
Krna chaaiye tha na

Bakchodi krta hai
Motherch*d"
Hindi_image_159.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others,सम्मान देने से सम्मान मिलता है.. उदाहरण- पत्नी रोज सुबह पति के पैर छूती है और पति रात को पत्नी की दोनों पैर अपने कंधे पे ले लेता है.क़९
Hindi_image_1592.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,"Oo Ladki Aah .. Aah .. Aah ..
aah .. aah ..
O .. Ye Toh mera wala gaana
hai"
Hindi_image_1593.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Individual,Hum ko peeni hai peeni hai. Oh yeh toh mera wala gaana hai
Hindi_image_1594.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others,"Abhishek @abhishtic २००९ : Chalo Aarti Karte Hain. २०१९ : Chalo Aarti Karte Hain. Arijit Bhowmick 200९ aaj main Aarti karke aya 2019 Aarti, aaj main karke aya Mohammad Saif २००९: Aarti utaro na २०१९: Aarti, utaro na १९ १ h Like Reply"
Hindi_image_1596.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Individual,Suna Hai Koi year challenge chal raha hai.
Hindi_image_16.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Gender,"दुल्हनः- आ आ.. दर्द हो रहा है, आराम से करो| दुल्हाः- कुछ नहीं होगा.. बस तुम १० तक गिनों.. मैं निकाल लूंगा दुल्हनः- १ २ आह़ ३ ४ ५ आह़ 6, ७, ओह़ 8, ओहो 8 वाओ, 8, 8, ७, ६, 5, 4.. !!"
Hindi_image_1600.jpg,Negative,Non-Sarcastic,Vulgar,Non-abusive,None,"Integration and differentiation Aap Samj Rahe Haina?

Samajh nahi aaya. Par sun ke achha laga"
Hindi_image_1603.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,"Koffee with Karan show ka naam suna hai?

Haan Interview De Diya

Nahi Dena Tha"
Hindi_image_1604.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,people uploading sad status pucho jara pucho mujhe kya hua hai
Hindi_image_1605.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Individual,१४२ Suggestions Seard Requests Venu Gopala lyer Contirm Delete MutuSwomi VenuGopala Contun Dele< Chinnu Swami MutuSwamn VenuGopalo Iyer Contun Deleie Parombatur ChinnoSwami MutuSwomi VenuGopalla
Hindi_image_1606.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Individual,Get this man a Condom
Hindi_image_1607.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"A Cup of Tea makes everything better! @msdhoni @SDhawan२5 Rahul Marhija @Maxhiin Calm down, Calm Down Tu Chup Reh Bewde Daaru ki Smell Aarahi Tere Muhn Se"
Hindi_image_1608.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,isko rap bolte hai ye dekh meri gaadi jootey ye dekh daaru chhokari 
Hindi_image_161.jpg,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Gender,"वियाग्रा की 5 गोली खा कर २ घण्ठे तक गर्लफ्रेंड को चोदने के बाद सन्ता बोला सन्ता डार्लिंग अब तुम मुझे ३ घण्ठे तक देख नही पाओगी गर्लफ्रेंड क्यों कहि जा रहे हो क्या . ? सन्ता नहा जानू , अब पलट जाओ|"
Hindi_image_1610.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Individual,Marr jayega tu  excuse me
Hindi_image_1611.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,"ऐसा कौन-सा काम है जो 5 लड़के एक साथ कर सकते हैं पर 5 लड़कियाँ कभी नहीं कर सकतीं? मैडम , वो काम है एक ही बाल्टी में ""मूत्र विसर्जन"" भसड़ीके"
Hindi_image_1612.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Social Sub-groups,When Relatives are about to leave. Me Maa l kidhar h
Hindi_image_1613.jpg,Negative,Sarcastic,Non Vulgar,Abusive,None,"Harsh Shukla @harshastic *Me as a teacher * Student ""Sir Kal tabiyat kharab ho gayi thi so homework nhi Kar paya. Meः Abe lodu Kal raat 2 baje tak jis Pooja $ baat Kar Raha Tha WO Mai hi hu "" Translate Tweet 6:२8 PM १२ Jan १९ Twitter for Android"
Hindi_image_1614.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Individual,BREAKING NEWS मुठ मारने वालो को नर्हीं होगा कोरोना वायरस CRIलाणढ NEWड Breeze rs पूनिव्सिटी के प्रोपेसर जॉनी सिंस का बयान
Hindi_image_1619.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Political,Karan: Sir aapne jo karne ko bola tha wo kaam kardiya maine. Modi: abey tune galat Rahul aur Hardik ko dia. pel
Hindi_image_1620.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Gender,"He : I love you :)
She : Shakal dekhi hai..??
He : Mujhe tere se pyaar hai..
teri shakal se nhi :)
She"
Hindi_image_1621.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,iss baar ka IPL RCB jitegi khao meri kasam are mar jayega bhosdike tu 
Hindi_image_1622.jpg,Negative,Sarcastic,Non Vulgar,Abusive,Individual,aत बहिनचोढ हम का करैे
Hindi_image_1623.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Gender,"यदि आपको सबसे संत दिखे है न दोस्त, तो स्वर्ग में आप मेरे पडोसी होंगे...! पहले"
Hindi_image_1624.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others,जिंदगी के सारै द्रुङ्ख चौ सेहुना है]  मेरा दोस्न अकेलै ्छुझै पापा पापा कहना है]
Hindi_image_1629.jpg,Negative,Sarcastic,Vulgar,Abusive,Individual,vijay Kisne Touch kivalusko Maderchad
